FullName,NativeCountry,Gender,Age,MaritalStatus,EconomicStatus,IndustrialGroup,HighestEducationCompleted,FieldOfStudy,County
dani GRIGORESCU ,Romania,male,73,Married (first marriage),Retired,Industry not stated,Advanced certificate/completed apprenticeship,Engineering and engineering trades (broad programmes),Sligo
Amelia O'Quinn,Ireland,female,15,Single,Student or pupil,Agriculture/forestry and fishing (A),Lower secondary,Physical sciences (physics/chemistry/earth science),Kerry
Krzysztof Bogacki,Poland,male,19,Single,Student or pupil,Manufacturing (C),Lower secondary,Marketing and advertising,Wicklow
Paulina Banaszynski,Poland,female,60,Separated (including deserted),Retired,Industry not stated,Technical/vocational,Ground transportation,Roscommon
Aaron O'Reilly,Ireland,male,20,Single,Student or pupil,Manufacturing (C),Honours bachelor degree/professional qualification or both,Medicine,Waterford County
Sean O'Byrne,Ireland,male,35,Single,Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Honours bachelor degree/professional qualification or both,Other health and welfare,Sligo
Katie Murphy,Ireland,female,25,Married (first marriage),Employee,Mining and quarrying (B),Technical/vocational,Computer science,Kildare
Niamh O'Brien,Ireland,female,18,Single,Student or pupil,Human health and social work activities (Q),Technical/vocational,Education and teacher training,Westmeath
Emily O'Quinn,Ireland,female,49,Single,Employee,Accommodation and food service activities (I),Higher certificate,Other social sciences/business and law subjects,Wexford
Gavin O'Sullivan,Ireland,male,33,Single,Looking after home/family,Manufacturing (C),Upper secondary,Engineering and engineering trades (broad programmes),Longford
Aimee O'Ryan,Ireland,female,39,Married (first marriage),Employee,Manufacturing (C),Ordinary bachelor degree/professional qualification or both,Computer use,Clare
Sofia McCarthy,Ireland,female,26,Single,Employee,Human health and social work activities (Q),Lower secondary,Hotel/restaurant and catering,Offaly
Jennifer O'Sullivan,Ireland,female,65,Widowed,Unable to work due to permanent sickness or disability,Financial and insurance activities (K),Lower secondary,Crop and livestock production,Limerick City
Molly O'Reilly,Ireland,female,77,Widowed,Retired,Industry not stated,Primary,Accounting and taxation,Sligo
Dylan Lynch,Ireland,male,49,Married (first marriage),Employee,Agriculture/forestry and fishing (A),Lower secondary,Crop and livestock production,Dublin City
Teodora DIMOV ,Bulgaria,female,36,Single,Employer or own account worker,Construction (F),Primary,Medicine,Mayo
Sinead Walsh,Ireland,female,74,Single,Looking after home/family,Activities of extraterritorial organisations and bodies (U),Lower secondary,Child care and youth services,Galway County
Lauren O'Neill,Ireland,female,37,Married (first marriage),Looking after home/family,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Technical/vocational,Hotel/restaurant and catering,Fingal
Sarah O'Reilly,Ireland,female,25,Single,Employee,Human health and social work activities (Q),Ordinary bachelor degree/professional qualification or both,Other health and welfare,South Dublin
Sean O'Connor,Ireland,male,24,Single,Unemployed looking for first regular job,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Technical/vocational,Marketing and advertising,Limerick County
Cian O'Reilly,Ireland,male,45,Married (first marriage),Employer or own account worker,Construction (F),Advanced certificate/completed apprenticeship,Physical sciences (physics/chemistry/earth science),Westmeath
Grace O'Ryan,Ireland,female,33,Single,Employee,Public administration and defence; compulsory social security (O),Honours bachelor degree/professional qualification or both,Education and teacher training,Meath
Oliver O'Neill,Ireland,male,32,Married (first marriage),Employee,Construction (F),Lower secondary,Education and teacher training,Leitrim
Arkadiusz Demko,Poland,male,20,Single,Employee,Transportation and storage (H),Lower secondary,Other humanities,Cork City
Kate O'Brien,Ireland,female,60,Married (first marriage),Employer or own account worker,Accommodation and food service activities (I),Lower secondary,Other social sciences/business and law subjects,Cork County
Rebecca Smith,Ireland,female,61,Married (first marriage),Looking after home/family,Manufacturing (C),Upper secondary,Nursing and caring,Carlow
Kayla Murphy,Ireland,female,36,Single,Employee,Education (P),Lower secondary,Other social sciences/business and law subjects,Kildare
Grace O'Connor,Ireland,female,64,Married (first marriage),Retired,Industry not stated,Technical/vocational,Nursing and caring,Louth
Julia McCarthy,Ireland,female,21,Single,Employee,Manufacturing (C),Honours bachelor degree/professional qualification or both,Education and teacher training,Dun Laoghaire-Rathdown
Lauren O'Sullivan,Ireland,female,73,Single,Retired,Industry not stated,Primary,Education and teacher training,Kildare
Katie Murphy,Ireland,female,19,Single,Student or pupil,Professional/scientific and technical activities (M),Upper secondary,Other humanities,Kilkenny
Faye O'Sullivan,Ireland,female,19,Single,Looking after home/family,Professional/scientific and technical activities (M),Upper secondary,Other social sciences/business and law subjects,Cork County
Anna Grom,Poland,female,56,Married (first marriage),Looking after home/family,Accommodation and food service activities (I),Postgraduate diploma or degree,Sea transportation,Dublin City
Isobel O'Brien,Ireland,female,35,Married (first marriage),Employee,Financial and insurance activities (K),Honours bachelor degree/professional qualification or both,Psychology,Laois
Eabha O'Ryan,Ireland,female,34,Married (first marriage),Employee,Education (P),Higher certificate,Other personal services,South Tipperary
Dara McCarthy,Ireland,male,70,Married (first marriage),Retired,Industry not stated,Primary,Management and administration,Dun Laoghaire-Rathdown
Nathan Murphy,Ireland,male,34,Single,Looking after home/family,Agriculture/forestry and fishing (A),Higher certificate,Other engineering/manufacturing and construction,Waterford County
Sean O'Byrne,Ireland,male,17,Single,Student or pupil,Mining and quarrying (B),Upper secondary,Other engineering/manufacturing and construction,Cork City
Emily O'Neill,Ireland,female,50,Married (first marriage),Employee,Information and communication (J),Honours bachelor degree/professional qualification or both,Mother tongue,South Tipperary
julieto Marquez,Philippines,male,32,Married (first marriage),Unemployed having lost or given up previous job,Agriculture/forestry and fishing (A),Lower secondary,Electricity and energy,Kerry
Ruby O'Reilly,Ireland,female,30,Single,Employee,Human health and social work activities (Q),Upper secondary,Education and teacher training,Dun Laoghaire-Rathdown
Mia Murphy,Ireland,female,42,Married (first marriage),Looking after home/family,Human health and social work activities (Q),Postgraduate diploma or degree,Accounting and taxation,Cork County
Aaron O'Reilly,Ireland,male,18,Single,Student or pupil,Manufacturing (C),Lower secondary,Hotel/restaurant and catering,Sligo
Layla Moore,Ireland,female,52,Separated (including deserted),Employee,Professional/scientific and technical activities (M),Higher certificate,Hotel/restaurant and catering,North Tipperary
Aaron Walsh,Ireland,male,42,Married (first marriage),Looking after home/family,Professional/scientific and technical activities (M),Upper secondary,Mechanics and metalwork,Wicklow
Megan Murphy,Ireland,female,26,Single,Employee,Financial and insurance activities (K),Upper secondary,Economics,South Dublin
Dawid Babiak,Poland,male,32,Single,Employer or own account worker,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Upper secondary,Computer science,North Tipperary
Millie O'Neill,Ireland,female,42,Married (first marriage),Employee,Financial and insurance activities (K),Honours bachelor degree/professional qualification or both,Hotel/restaurant and catering,Mayo
Niamh O'Kelly,Ireland,female,28,Married (first marriage),Unemployed having lost or given up previous job,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Upper secondary,Accounting and taxation,Dublin City
Matthew Murphy,Ireland,male,52,Married (first marriage),Employee,Manufacturing (C),Lower secondary,Crop and livestock production,Dun Laoghaire-Rathdown
Claudia Fernandez,Spain,female,34,Married (first marriage),Assisting relative,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Upper secondary,Other subjects,Dublin City
Leah O'Neill,Ireland,female,46,Married (first marriage),Looking after home/family,Education (P),Ordinary bachelor degree/professional qualification or both,Education and teacher training,Clare
Rudolf Fritz,Germany,male,54,Married (first marriage),Employer or own account worker,Manufacturing (C),Upper secondary,Other agriculture and veterinary,Roscommon
Jack Murphy,Ireland,male,51,Married (first marriage),Looking after home/family,Agriculture/forestry and fishing (A),Upper secondary,Design,Kerry
Ella Ryan,Ireland,female,35,Married (first marriage),Employee,Education (P),Advanced certificate/completed apprenticeship,Other social sciences/business and law subjects,Waterford County
Jack O'Sullivan,Ireland,male,68,Widowed,Retired,Industry not stated,Ordinary bachelor degree/professional qualification or both,Building and civil engineering,Westmeath
Julia O'Sullivan,Ireland,female,51,Widowed,Unable to work due to permanent sickness or disability,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Upper secondary,Marketing and advertising,South Dublin
Cara O'Brien,Ireland,female,23,Single,Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Upper secondary,Social work and counselling,Dublin City
Roisin O'Neill,Ireland,female,54,Married (first marriage),Employee,Accommodation and food service activities (I),Postgraduate diploma or degree,Hotel/restaurant and catering,Wicklow
Matthew Murphy,Ireland,male,46,Married (first marriage),Employee,Human health and social work activities (Q),Ordinary bachelor degree/professional qualification or both,Crop and livestock production,Offaly
