FullName,NativeCountry,Gender,Age,MaritalStatus,EconomicStatus,IndustrialGroup,HighestEducationCompleted,FieldOfStudy,County
Saoirse O'Ryan,Ireland,female,59,Married (first marriage),Unable to work due to permanent sickness or disability,Manufacturing (C),Upper secondary,Engineering and engineering trades (broad programmes),Cork County
James O'Neill,Ireland,male,49,Single,Unemployed having lost or given up previous job,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Upper secondary,Other personal services,Cork County
Adam O'Brien,Ireland,male,40,Married (first marriage),Employee,Education (P),Lower secondary,Biology and biochemistry,Dublin City
Ruby Gallagher,Ireland,female,16,Single,Student or pupil,Construction (F),Lower secondary,Other social sciences/business and law subjects,Limerick County
Emma O'Sullivan,Ireland,female,30,Married (first marriage),Employee,Professional/scientific and technical activities (M),Upper secondary,Other health and welfare,Clare
Tyler O'Quinn,Ireland,male,49,Married (first marriage),Unemployed having lost or given up previous job,Education (P),Lower secondary,Law,Waterford County
Kumar Yadav,India,male,44,Married (first marriage),Unemployed having lost or given up previous job,Electricity/gas/steam and air conditioning supply (D),Postgraduate diploma or degree,Audio-visual techniques and media production,Wexford
Claudia Will,Germany,female,84,Widowed,Looking after home/family,Education (P),Primary,Nursing and caring,Cork County
Jodie O'Connor,Ireland,female,20,Single,Student or pupil,Human health and social work activities (Q),Upper secondary,Business and administration (broad programmes),Westmeath
Ben O'Sullivan,Ireland,male,48,Married (first marriage),Employee,Professional/scientific and technical activities (M),Technical/vocational,Other agriculture and veterinary,Kilkenny
Senan O'Brien,Ireland,male,26,Married (first marriage),Employer or own account worker,Construction (F),Lower secondary,Building and civil engineering,Wexford
Elyanne Visser,Netherlands,female,44,Re-married (following dissolution of previous marriage),Employee,Education (P),Technical/vocational,Education and teacher training,Mayo
Niall Murphy,Ireland,male,41,Married (first marriage),Employer or own account worker,Construction (F),Lower secondary,Computer science,Dublin City
Cillian O'Neill,Ireland,male,29,Single,Employee,Professional/scientific and technical activities (M),Higher certificate,Business and administration (broad programmes),Dublin City
Adrian Bernatowicz,Poland,male,18,Single,Employee,Transportation and storage (H),Lower secondary,Audio-visual techniques and media production,Limerick County
Aimee O'Quinn,Ireland,female,25,Single,Employee,Manufacturing (C),Lower secondary,Other humanities,Dun Laoghaire-Rathdown
Andrzej Adamski,Poland,male,31,Divorced,Employee,Manufacturing (C),Upper secondary,Other arts,Cork City
Robert O'Sullivan,Ireland,male,49,Married (first marriage),Employee,Agriculture/forestry and fishing (A),Lower secondary,Other engineering/manufacturing and construction,Cork County
Alicia O'Sullivan,Ireland,female,54,Single,Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Honours bachelor degree/professional qualification or both,Nursing and caring,Galway County
Zoe O'Connor,Ireland,female,60,Married (first marriage),Employee,Human health and social work activities (Q),Primary,Business and administration (broad programmes),South Tipperary
Louise O'Reilly,Ireland,female,27,Single,Employee,Education (P),Technical/vocational,Physical sciences (physics/chemistry/earth science),Fingal
Ava O'Byrne,Ireland,female,20,Single,Unemployed looking for first regular job,Professional/scientific and technical activities (M),Honours bachelor degree/professional qualification or both,Economics,Cork City
Erin Murphy,Ireland,female,28,Single,Unemployed having lost or given up previous job,Administrative and support service activities (N),Upper secondary,Sea transportation,Kildare
Mia O'Kelly,Ireland,female,18,Single,Student or pupil,Accommodation and food service activities (I),Upper secondary,Sea transportation,Fingal
Roisin O'Brien,Ireland,female,47,Single,Employer or own account worker,Public administration and defence; compulsory social security (O),Primary,Medicine,South Dublin
Abbie Doyle,Ireland,female,59,Married (first marriage),Unable to work due to permanent sickness or disability,Human health and social work activities (Q),Primary,Management and administration,Dublin City
Sam Doyle,Ireland,male,81,Married (first marriage),Retired,Industry not stated,Primary,Economics,Sligo
Sophie Murphy,Ireland,female,38,Married (first marriage),Looking after home/family,Education (P),Technical/vocational,Management and administration,Dun Laoghaire-Rathdown
Charlie Murphy,Ireland,male,35,Married (first marriage),Employee,Construction (F),Primary,Hotel/restaurant and catering,Donegal
Shane O'Brien,Ireland,male,63,Married (first marriage),Retired,Industry not stated,Lower secondary,Child care and youth services,Kildare
Zuzanna Benkowski,Poland,female,16,Single,Student or pupil,Human health and social work activities (Q),Lower secondary,Child care and youth services,Meath
Lexi O'Neill,Ireland,female,24,Single,Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Technical/vocational,Medicine,Wexford
Anna O'Brien,Ireland,female,40,Married (first marriage),Looking after home/family,Accommodation and food service activities (I),Ordinary bachelor degree/professional qualification or both,Nursing and caring,Dublin City
Ross Byrne,Ireland,male,16,Single,Student or pupil,Accommodation and food service activities (I),Lower secondary,Other personal services,Sligo
Jack Gallagher,Ireland,male,56,Married (first marriage),Employee,Professional/scientific and technical activities (M),Honours bachelor degree/professional qualification or both,Other agriculture and veterinary,Monaghan
Maja O'Brien,Ireland,female,36,Single,Employer or own account worker,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Lower secondary,Other social sciences/business and law subjects,Limerick County
Sophia McCarthy,Ireland,female,55,Married (first marriage),Unable to work due to permanent sickness or disability,Administrative and support service activities (N),Ordinary bachelor degree/professional qualification or both,Computer science,Cavan
Aoife O'Ryan,Ireland,female,39,Married (first marriage),Looking after home/family,Manufacturing (C),Postgraduate diploma or degree,Nursing and caring,Waterford City
Daniel O'Reilly,Ireland,male,50,Married (first marriage),Looking after home/family,Public administration and defence; compulsory social security (O),Advanced certificate/completed apprenticeship,Physical sciences (physics/chemistry/earth science),South Tipperary
Fionn O'Reilly,Ireland,male,30,Single,Employee,Accommodation and food service activities (I),Ordinary bachelor degree/professional qualification or both,Other engineering/manufacturing and construction,Waterford City
Isabel O'Byrne,Ireland,female,15,Single,Unemployed having lost or given up previous job,Education (P),Upper secondary,Mother tongue,Dun Laoghaire-Rathdown
James O'Gallagher,Ireland,male,58,Single,Employee,Human health and social work activities (Q),Technical/vocational,Design,Dublin City
Joseph Kennedy,Ireland,male,48,Married (first marriage),Unemployed having lost or given up previous job,Agriculture/forestry and fishing (A),Lower secondary,Other social sciences/business and law subjects,South Dublin
Thomas O'Reilly,Ireland,male,41,Married (first marriage),Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Ordinary bachelor degree/professional qualification or both,Engineering and engineering trades (broad programmes),North Tipperary
Samuel O'Sullivan,Ireland,male,59,Married (first marriage),Looking after home/family,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Lower secondary,Other engineering/manufacturing and construction,Cork County
Freya O'Sullivan,Ireland,female,53,Married (first marriage),Unable to work due to permanent sickness or disability,Education (P),Advanced certificate/completed apprenticeship,Biology and biochemistry,Fingal
Caoimhe O'Sullivan,Ireland,female,21,Married (first marriage),Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Honours bachelor degree/professional qualification or both,Other arts,Wicklow
Emma O'Neill,Ireland,female,28,Married (first marriage),Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Honours bachelor degree/professional qualification or both,Education and teacher training,Offaly
Rebecca O'Sullivan,Ireland,female,46,Married (first marriage),Student or pupil,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Higher certificate,Management and administration,Laois
Anna Murphy,Ireland,female,78,Married (first marriage),Retired,Industry not stated,Primary,Accounting and taxation,Dublin City
Courtney Gallagher,Ireland,female,40,Single,Employer or own account worker,Financial and insurance activities (K),Upper secondary,Management and administration,Dun Laoghaire-Rathdown
Alexandre Thomas,France,male,29,Single,Employee,Financial and insurance activities (K),Postgraduate diploma or degree,Economics,Dublin City
Emma McCarthy,Ireland,female,51,Divorced,Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Lower secondary,Education and teacher training,Mayo
Sorcha O'Sullivan,Ireland,female,27,Single,Employee,Professional/scientific and technical activities (M),Lower secondary,Business and administration (broad programmes),Dun Laoghaire-Rathdown
Aoife Doherty,Ireland,female,65,Married (first marriage),Retired,Industry not stated,Lower secondary,Psychology,Dublin City
Neringa Paulauskas,Lithuania,female,26,Married (first marriage),Employee,Professional/scientific and technical activities (M),Advanced certificate/completed apprenticeship,Accounting and taxation,Sligo
Joseph O'Brien,Ireland,male,54,Married (first marriage),Employee,Information and communication (J),Primary,Secretarial and office work,Offaly
Jeevan Yadav,India,male,70,Widowed,Retired,Industry not stated,Primary,Crop and livestock production,Dun Laoghaire-Rathdown
Alan Kelly,Ireland,male,43,Married (first marriage),Unemployed having lost or given up previous job,Agriculture/forestry and fishing (A),Advanced certificate/completed apprenticeship,Management and administration,Longford
