FullName,NativeCountry,Gender,Age,MaritalStatus,EconomicStatus,IndustrialGroup,HighestEducationCompleted,FieldOfStudy,County
Samuel Byrne,Ireland,male,27,Single,Student or pupil,Manufacturing (C),Upper secondary,Hotel/restaurant and catering,Dublin City
Liam Murphy,Ireland,male,45,Married (first marriage),Employee,Construction (F),Upper secondary,Nursing and caring,Donegal
Josh Doyle,Ireland,male,41,Single,Unemployed having lost or given up previous job,Manufacturing (C),Ordinary bachelor degree/professional qualification or both,Accounting and taxation,Kildare
Michael Morrison,United States of America,male,32,Single,Employee,Public administration and defence; compulsory social security (O),Ordinary bachelor degree/professional qualification or both,Hotel/restaurant and catering,Kildare
Leah O'Byrne,Ireland,female,32,Single,Unemployed having lost or given up previous job,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Doctorate (Ph.D),Business and administration (broad programmes),Cork County
Thomas McCarthy,Ireland,male,50,Married (first marriage),Employee,Construction (F),Postgraduate diploma or degree,Other social sciences/business and law subjects,Dublin City
Cathal O'Reilly,Ireland,male,57,Single,Employee,Manufacturing (C),Upper secondary,Accounting and taxation,Limerick County
Tyler O'Connor,Ireland,male,28,Single,Student or pupil,Manufacturing (C),Honours bachelor degree/professional qualification or both,Computer science,Kildare
Maria Murphy,Ireland,female,52,Married (first marriage),Employee,Education (P),Technical/vocational,Nursing and caring,Dun Laoghaire-Rathdown
Dagmar Kober,Germany,female,23,Single,Unemployed having lost or given up previous job,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Honours bachelor degree/professional qualification or both,Other arts,Clare
Catherine Martin,France,female,23,Single,Student or pupil,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Upper secondary,Hotel/restaurant and catering,Kerry
Noah O'Sullivan,Ireland,male,53,Married (first marriage),Unemployed having lost or given up previous job,Human health and social work activities (Q),Lower secondary,Marketing and advertising,Galway County
Caoimhe O'Gallagher,Ireland,female,44,Married (first marriage),Student or pupil,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Lower secondary,Secretarial and office work,Galway County
Sofia Gonzalez,Spain,female,17,Single,Student or pupil,Human health and social work activities (Q),Upper secondary,Nursing and caring,Donegal
Aoibhinn O'Sullivan,Ireland,female,52,Divorced,Employee,Financial and insurance activities (K),Advanced certificate/completed apprenticeship,Business and administration (broad programmes),Wicklow
Sophie O'Sullivan,Ireland,female,48,Married (first marriage),Employee,Manufacturing (C),Upper secondary,Music and performing arts,Louth
Martin Doherty,Ireland,male,44,Married (first marriage),Employee,Construction (F),Upper secondary,Law,Kerry
Grace O'Neill,Ireland,female,65,Married (first marriage),Retired,Industry not stated,Primary,Crop and livestock production,Limerick County
Hannah O'Brien,Ireland,female,63,Separated (including deserted),Retired,Industry not stated,Upper secondary,Other personal services,Dublin City
Killian O'Ryan,Ireland,male,55,Separated (including deserted),Employee,Agriculture/forestry and fishing (A),Lower secondary,Other engineering/manufacturing and construction,Dublin City
Sophie O'Brien,Ireland,female,47,Single,Employer or own account worker,Agriculture/forestry and fishing (A),Honours bachelor degree/professional qualification or both,Education and teacher training,Kilkenny
Niamh O'Sullivan,Ireland,female,50,Separated (including deserted),Looking after home/family,Education (P),Lower secondary,Education and teacher training,Westmeath
Sunita Mistry,India,female,51,Married (first marriage),Employee,Human health and social work activities (Q),Lower secondary,Other health and welfare,Cavan
Ava Murphy,Ireland,female,22,Single,Unemployed looking for first regular job,Financial and insurance activities (K),Honours bachelor degree/professional qualification or both,Other social sciences/business and law subjects,Clare
Cathal O'Sullivan,Ireland,male,21,Single,Unemployed having lost or given up previous job,Construction (F),Honours bachelor degree/professional qualification or both,Physical sciences (physics/chemistry/earth science),Cork County
Sophie McCarthy,Ireland,female,42,Married (first marriage),Looking after home/family,Human health and social work activities (Q),Upper secondary,Accounting and taxation,Cork County
Dominik Filipek,Poland,male,37,Married (first marriage),Employee,Financial and insurance activities (K),Ordinary bachelor degree/professional qualification or both,Electricity and energy,Cavan
Grace O'Sullivan,Ireland,female,61,Single,Employee,Transportation and storage (H),Lower secondary,Nursing and caring,Kerry
Sophie Walsh,Ireland,female,59,Single,Employee,Accommodation and food service activities (I),Technical/vocational,Hotel/restaurant and catering,Donegal
Hannah O'Moore,Ireland,female,67,Married (first marriage),Looking after home/family,Manufacturing (C),Ordinary bachelor degree/professional qualification or both,Business and administration (broad programmes),Offaly
Alex Murphy,Ireland,male,42,Married (first marriage),Looking after home/family,Water supply; sewerage/waste management and remediation activities (E),Honours bachelor degree/professional qualification or both,Marketing and advertising,Dublin City
Daisy O'Sullivan,Ireland,female,79,Widowed,Retired,Industry not stated,Upper secondary,Other agriculture and veterinary,Waterford County
Calum O'Byrne,Ireland,male,48,Single,Employee,Agriculture/forestry and fishing (A),Higher certificate,Other engineering/manufacturing and construction,Clare
Anna Bednarz,Poland,female,51,Married (first marriage),Employee,Financial and insurance activities (K),Upper secondary,Business and administration (broad programmes),Wicklow
Kayla O'Brien,Ireland,female,21,Single,Student or pupil,Human health and social work activities (Q),Technical/vocational,Accounting and taxation,Cork County
Lily Lynch,Ireland,female,30,Married (first marriage),Employee,Public administration and defence; compulsory social security (O),Upper secondary,Nursing and caring,Kilkenny
carol Han,China,female,31,Married (first marriage),Employee,Accommodation and food service activities (I),Upper secondary,Computer use,Fingal
Sean O'Reilly,Ireland,male,40,Married (first marriage),Employee,Information and communication (J),Technical/vocational,History and archaeology,Kildare
Ellen Murphy,Ireland,female,71,Widowed,Retired,Industry not stated,Upper secondary,Nursing and caring,Waterford County
Aaron McCarthy,Ireland,male,29,Single,Unemployed having lost or given up previous job,Transportation and storage (H),Upper secondary,Hotel/restaurant and catering,South Tipperary
Eric O'Sullivan,Ireland,male,31,Single,Employee,Accommodation and food service activities (I),Honours bachelor degree/professional qualification or both,Building and civil engineering,Wexford
Ellen O'Kelly,Ireland,female,17,Married (first marriage),Student or pupil,Human health and social work activities (Q),Lower secondary,Sea transportation,Fingal
Sean O'Neill,Ireland,male,66,Married (first marriage),Looking after home/family,Public administration and defence; compulsory social security (O),Primary,Motor vehicles/ships and aircraft,Cork County
Daniel Murphy,Ireland,male,50,Separated (including deserted),Employee,Professional/scientific and technical activities (M),Lower secondary,Management and administration,Dun Laoghaire-Rathdown
Claire O'Sullivan,Ireland,female,47,Married (first marriage),Employee,Accommodation and food service activities (I),Technical/vocational,Public security services,Cork City
Leah Murphy,Ireland,female,36,Married (first marriage),Unemployed having lost or given up previous job,Public administration and defence; compulsory social security (O),Ordinary bachelor degree/professional qualification or both,Education and teacher training,Fingal
Molly O'Brien,Ireland,female,50,Married (first marriage),Retired,Industry not stated,Upper secondary,Business and administration (broad programmes),Kerry
Noah O'Connor,Ireland,male,20,Married (first marriage),Student or pupil,Public administration and defence; compulsory social security (O),Honours bachelor degree/professional qualification or both,Other humanities,Clare
Eric O'Reilly,Ireland,male,67,Single,Looking after home/family,Public administration and defence; compulsory social security (O),Lower secondary,Other agriculture and veterinary,Wicklow
Leah McCarthy,Ireland,female,49,Married (first marriage),Employee,Human health and social work activities (Q),Upper secondary,Management and administration,Dun Laoghaire-Rathdown
Eve Murphy,Ireland,female,74,Married (first marriage),Retired,Industry not stated,Primary,Nursing and caring,South Dublin
Lily Kelly,Ireland,female,42,Separated (including deserted),Unable to work due to permanent sickness or disability,Human health and social work activities (Q),Upper secondary,Social work and counselling,Wexford
Gabriela Cygan,Poland,female,43,Married (first marriage),Employee,Human health and social work activities (Q),Upper secondary,Marketing and advertising,Westmeath
Noah Byrne,Ireland,male,19,Single,Student or pupil,Administrative and support service activities (N),Upper secondary,Other engineering/manufacturing and construction,Cork County
Remigijus Jankauskas,Lithuania,male,56,Married (first marriage),Employee,Agriculture/forestry and fishing (A),Higher certificate,Crop and livestock production,Dun Laoghaire-Rathdown
Melanie Hardt,Germany,female,59,Married (first marriage),Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Upper secondary,Other personal services,Cork County
Jake O'Sullivan,Ireland,male,25,Single,Employee,Administrative and support service activities (N),Honours bachelor degree/professional qualification or both,Other transportation services,Meath
Courtney O'Kelly,Ireland,female,20,Single,Student or pupil,Human health and social work activities (Q),Honours bachelor degree/professional qualification or both,Education and teacher training,Dun Laoghaire-Rathdown
